religion,total,geo_code,geo_level,geo_version
Bahai,0,15002,local,2016
Bon,0,15002,local,2016
Buddism,132,15002,local,2016
Christianity,13,15002,local,2016
Hindu,20572,15002,local,2016
Islam,1095,15002,local,2016
Jainism,1,15002,local,2016
Kirat,4,15002,local,2016
Prakriti,1,15002,local,2016
Sikhism,0,15002,local,2016
Others,24,15002,local,2016
Bahai,1,15005,local,2016
Bon,0,15005,local,2016
Buddism,1086,15005,local,2016
Christianity,8,15005,local,2016
Hindu,37592,15005,local,2016
Islam,4508,15005,local,2016
Jainism,0,15005,local,2016
Kirat,0,15005,local,2016
Prakriti,2,15005,local,2016
Sikhism,0,15005,local,2016
Others,96,15005,local,2016
Bahai,1,15007,local,2016
Bon,0,15007,local,2016
Buddism,238,15007,local,2016
Christianity,21,15007,local,2016
Hindu,37220,15007,local,2016
Islam,4983,15007,local,2016
Jainism,0,15007,local,2016
Kirat,0,15007,local,2016
Prakriti,7,15007,local,2016
Sikhism,0,15007,local,2016
Others,363,15007,local,2016
Bahai,0,15010,local,2016
Bon,0,15010,local,2016
Buddism,5542,15010,local,2016
Christianity,42,15010,local,2016
Hindu,31197,15010,local,2016
Islam,8274,15010,local,2016
Jainism,0,15010,local,2016
Kirat,107,15010,local,2016
Prakriti,10,15010,local,2016
Sikhism,0,15010,local,2016
Others,256,15010,local,2016
Bahai,0,15004,local,2016
Bon,0,15004,local,2016
Buddism,23,15004,local,2016
Christianity,0,15004,local,2016
Hindu,21776,15004,local,2016
Islam,1311,15004,local,2016
Jainism,0,15004,local,2016
Kirat,1,15004,local,2016
Prakriti,0,15004,local,2016
Sikhism,0,15004,local,2016
Others,55,15004,local,2016
Bahai,0,15008,local,2016
Bon,0,15008,local,2016
Buddism,24,15008,local,2016
Christianity,0,15008,local,2016
Hindu,42434,15008,local,2016
Islam,3064,15008,local,2016
Jainism,29,15008,local,2016
Kirat,0,15008,local,2016
Prakriti,0,15008,local,2016
Sikhism,0,15008,local,2016
Others,289,15008,local,2016
Bahai,0,15003,local,2016
Bon,0,15003,local,2016
Buddism,2,15003,local,2016
Christianity,0,15003,local,2016
Hindu,26698,15003,local,2016
Islam,2444,15003,local,2016
Jainism,0,15003,local,2016
Kirat,0,15003,local,2016
Prakriti,1,15003,local,2016
Sikhism,0,15003,local,2016
Others,353,15003,local,2016
Bahai,0,15018,local,2016
Bon,0,15018,local,2016
Buddism,92,15018,local,2016
Christianity,0,15018,local,2016
Hindu,20224,15018,local,2016
Islam,1454,15018,local,2016
Jainism,0,15018,local,2016
Kirat,0,15018,local,2016
Prakriti,0,15018,local,2016
Sikhism,0,15018,local,2016
Others,267,15018,local,2016
Bahai,0,15012,local,2016
Bon,1,15012,local,2016
Buddism,156,15012,local,2016
Christianity,18,15012,local,2016
Hindu,61175,15012,local,2016
Islam,6969,15012,local,2016
Jainism,143,15012,local,2016
Kirat,8,15012,local,2016
Prakriti,1,15012,local,2016
Sikhism,0,15012,local,2016
Others,428,15012,local,2016
Bahai,0,15001,local,2016
Bon,0,15001,local,2016
Buddism,3495,15001,local,2016
Christianity,58,15001,local,2016
Hindu,20987,15001,local,2016
Islam,2342,15001,local,2016
Jainism,0,15001,local,2016
Kirat,60,15001,local,2016
Prakriti,8,15001,local,2016
Sikhism,0,15001,local,2016
Others,179,15001,local,2016
Bahai,1,15016,local,2016
Bon,0,15016,local,2016
Buddism,8437,15016,local,2016
Christianity,30,15016,local,2016
Hindu,32465,15016,local,2016
Islam,2953,15016,local,2016
Jainism,0,15016,local,2016
Kirat,37,15016,local,2016
Prakriti,28,15016,local,2016
Sikhism,0,15016,local,2016
Others,271,15016,local,2016
Bahai,0,15013,local,2016
Bon,0,15013,local,2016
Buddism,1305,15013,local,2016
Christianity,0,15013,local,2016
Hindu,23421,15013,local,2016
Islam,1661,15013,local,2016
Jainism,0,15013,local,2016
Kirat,18,15013,local,2016
Prakriti,8,15013,local,2016
Sikhism,0,15013,local,2016
Others,77,15013,local,2016
Bahai,0,15017,local,2016
Bon,0,15017,local,2016
Buddism,3,15017,local,2016
Christianity,0,15017,local,2016
Hindu,30491,15017,local,2016
Islam,1209,15017,local,2016
Jainism,0,15017,local,2016
Kirat,0,15017,local,2016
Prakriti,0,15017,local,2016
Sikhism,0,15017,local,2016
Others,100,15017,local,2016
Bahai,0,15015,local,2016
Bon,0,15015,local,2016
Buddism,5832,15015,local,2016
Christianity,3,15015,local,2016
Hindu,27196,15015,local,2016
Islam,2097,15015,local,2016
Jainism,2,15015,local,2016
Kirat,0,15015,local,2016
Prakriti,0,15015,local,2016
Sikhism,0,15015,local,2016
Others,92,15015,local,2016
Bahai,1,15014,local,2016
Bon,0,15014,local,2016
Buddism,1581,15014,local,2016
Christianity,74,15014,local,2016
Hindu,18921,15014,local,2016
Islam,427,15014,local,2016
Jainism,0,15014,local,2016
Kirat,127,15014,local,2016
Prakriti,4,15014,local,2016
Sikhism,0,15014,local,2016
Others,102,15014,local,2016
Bahai,0,15011,local,2016
Bon,0,15011,local,2016
Buddism,17,15011,local,2016
Christianity,0,15011,local,2016
Hindu,25594,15011,local,2016
Islam,2789,15011,local,2016
Jainism,0,15011,local,2016
Kirat,0,15011,local,2016
Prakriti,1,15011,local,2016
Sikhism,0,15011,local,2016
Others,141,15011,local,2016
Bahai,0,15009,local,2016
Bon,0,15009,local,2016
Buddism,1937,15009,local,2016
Christianity,33,15009,local,2016
Hindu,44009,15009,local,2016
Islam,7160,15009,local,2016
Jainism,13,15009,local,2016
Kirat,33,15009,local,2016
Prakriti,7,15009,local,2016
Sikhism,0,15009,local,2016
Others,174,15009,local,2016
Bahai,0,15006,local,2016
Bon,0,15006,local,2016
Buddism,3,15006,local,2016
Christianity,0,15006,local,2016
Hindu,26109,15006,local,2016
Islam,2264,15006,local,2016
Jainism,0,15006,local,2016
Kirat,0,15006,local,2016
Prakriti,0,15006,local,2016
Sikhism,0,15006,local,2016
Others,61,15006,local,2016
Bahai,5,57,district,2016
Bon,0,57,district,2016
Buddism,12692,57,district,2016
Christianity,1049,57,district,2016
Hindu,534079,57,district,2016
Islam,135283,57,district,2016
Jainism,60,57,district,2016
Kirat,672,57,district,2016
Prakriti,1112,57,district,2016
Sikhism,0,57,district,2016
Others,1770,57,district,2016
Bahai,0,32002,local,2016
Bon,0,32002,local,2016
Buddism,137,32002,local,2016
Christianity,8,32002,local,2016
Hindu,33677,32002,local,2016
Islam,8886,32002,local,2016
Jainism,1,32002,local,2016
Kirat,11,32002,local,2016
Prakriti,1,32002,local,2016
Sikhism,0,32002,local,2016
Others,49,32002,local,2016
Bahai,0,32001,local,2016
Bon,0,32001,local,2016
Buddism,42,32001,local,2016
Christianity,2,32001,local,2016
Hindu,30056,32001,local,2016
Islam,2756,32001,local,2016
Jainism,0,32001,local,2016
Kirat,20,32001,local,2016
Prakriti,1,32001,local,2016
Sikhism,0,32001,local,2016
Others,388,32001,local,2016
Bahai,0,32005,local,2016
Bon,0,32005,local,2016
Buddism,1,32005,local,2016
Christianity,0,32005,local,2016
Hindu,20959,32005,local,2016
Islam,1705,32005,local,2016
Jainism,0,32005,local,2016
Kirat,0,32005,local,2016
Prakriti,0,32005,local,2016
Sikhism,0,32005,local,2016
Others,34,32005,local,2016
Bahai,5,32003,local,2016
Bon,0,32003,local,2016
Buddism,9598,32003,local,2016
Christianity,752,32003,local,2016
Hindu,58380,32003,local,2016
Islam,1912,32003,local,2016
Jainism,0,32003,local,2016
Kirat,9,32003,local,2016
Prakriti,1085,32003,local,2016
Sikhism,0,32003,local,2016
Others,344,32003,local,2016
Bahai,0,32010,local,2016
Bon,0,32010,local,2016
Buddism,58,32010,local,2016
Christianity,0,32010,local,2016
Hindu,27353,32010,local,2016
Islam,13617,32010,local,2016
Jainism,41,32010,local,2016
Kirat,303,32010,local,2016
Prakriti,2,32010,local,2016
Sikhism,0,32010,local,2016
Others,61,32010,local,2016
Bahai,0,32015,local,2016
Bon,0,32015,local,2016
Buddism,173,32015,local,2016
Christianity,74,32015,local,2016
Hindu,32255,32015,local,2016
Islam,3765,32015,local,2016
Jainism,1,32015,local,2016
Kirat,0,32015,local,2016
Prakriti,0,32015,local,2016
Sikhism,0,32015,local,2016
Others,40,32015,local,2016
Bahai,0,32011,local,2016
Bon,0,32011,local,2016
Buddism,29,32011,local,2016
Christianity,0,32011,local,2016
Hindu,34220,32011,local,2016
Islam,4045,32011,local,2016
Jainism,0,32011,local,2016
Kirat,5,32011,local,2016
Prakriti,1,32011,local,2016
Sikhism,0,32011,local,2016
Others,112,32011,local,2016
Bahai,0,32006,local,2016
Bon,0,32006,local,2016
Buddism,12,32006,local,2016
Christianity,6,32006,local,2016
Hindu,33332,32006,local,2016
Islam,6918,32006,local,2016
Jainism,1,32006,local,2016
Kirat,0,32006,local,2016
Prakriti,0,32006,local,2016
Sikhism,0,32006,local,2016
Others,141,32006,local,2016
Bahai,0,32016,local,2016
Bon,0,32016,local,2016
Buddism,1,32016,local,2016
Christianity,0,32016,local,2016
Hindu,28994,32016,local,2016
Islam,1550,32016,local,2016
Jainism,0,32016,local,2016
Kirat,54,32016,local,2016
Prakriti,0,32016,local,2016
Sikhism,0,32016,local,2016
Others,30,32016,local,2016
Bahai,0,32017,local,2016
Bon,0,32017,local,2016
Buddism,4,32017,local,2016
Christianity,0,32017,local,2016
Hindu,12767,32017,local,2016
Islam,28315,32017,local,2016
Jainism,0,32017,local,2016
Kirat,42,32017,local,2016
Prakriti,1,32017,local,2016
Sikhism,0,32017,local,2016
Others,7,32017,local,2016
Bahai,0,32018,local,2016
Bon,0,32018,local,2016
Buddism,2,32018,local,2016
Christianity,0,32018,local,2016
Hindu,14492,32018,local,2016
Islam,9356,32018,local,2016
Jainism,0,32018,local,2016
Kirat,0,32018,local,2016
Prakriti,1,32018,local,2016
Sikhism,0,32018,local,2016
Others,33,32018,local,2016
Bahai,0,32007,local,2016
Bon,0,32007,local,2016
Buddism,27,32007,local,2016
Christianity,44,32007,local,2016
Hindu,42046,32007,local,2016
Islam,8226,32007,local,2016
Jainism,9,32007,local,2016
Kirat,75,32007,local,2016
Prakriti,0,32007,local,2016
Sikhism,0,32007,local,2016
Others,79,32007,local,2016
Bahai,0,32014,local,2016
Bon,0,32014,local,2016
Buddism,0,32014,local,2016
Christianity,1,32014,local,2016
Hindu,22097,32014,local,2016
Islam,15275,32014,local,2016
Jainism,0,32014,local,2016
Kirat,35,32014,local,2016
Prakriti,0,32014,local,2016
Sikhism,0,32014,local,2016
Others,45,32014,local,2016
Bahai,0,32004,local,2016
Bon,0,32004,local,2016
Buddism,6,32004,local,2016
Christianity,0,32004,local,2016
Hindu,24957,32004,local,2016
Islam,7110,32004,local,2016
Jainism,7,32004,local,2016
Kirat,20,32004,local,2016
Prakriti,0,32004,local,2016
Sikhism,0,32004,local,2016
Others,43,32004,local,2016
Bahai,0,32009,local,2016
Bon,0,32009,local,2016
Buddism,2361,32009,local,2016
Christianity,162,32009,local,2016
Hindu,29020,32009,local,2016
Islam,14897,32009,local,2016
Jainism,0,32009,local,2016
Kirat,9,32009,local,2016
Prakriti,19,32009,local,2016
Sikhism,0,32009,local,2016
Others,150,32009,local,2016
Bahai,0,32012,local,2016
Bon,0,32012,local,2016
Buddism,2,32012,local,2016
Christianity,0,32012,local,2016
Hindu,34642,32012,local,2016
Islam,407,32012,local,2016
Jainism,0,32012,local,2016
Kirat,68,32012,local,2016
Prakriti,0,32012,local,2016
Sikhism,0,32012,local,2016
Others,56,32012,local,2016
Bahai,0,32013,local,2016
Bon,0,32013,local,2016
Buddism,220,32013,local,2016
Christianity,0,32013,local,2016
Hindu,25746,32013,local,2016
Islam,450,32013,local,2016
Jainism,0,32013,local,2016
Kirat,0,32013,local,2016
Prakriti,0,32013,local,2016
Sikhism,0,32013,local,2016
Others,8,32013,local,2016
Bahai,0,32008,local,2016
Bon,0,32008,local,2016
Buddism,19,32008,local,2016
Christianity,0,32008,local,2016
Hindu,29086,32008,local,2016
Islam,6093,32008,local,2016
Jainism,0,32008,local,2016
Kirat,21,32008,local,2016
Prakriti,1,32008,local,2016
Sikhism,0,32008,local,2016
Others,150,32008,local,2016
Bahai,1,08,district,2016
Bon,2,08,district,2016
Buddism,31142,08,district,2016
Christianity,1621,08,district,2016
Hindu,562081,08,district,2016
Islam,89686,08,district,2016
Jainism,25,08,district,2016
Kirat,1290,08,district,2016
Prakriti,540,08,district,2016
Sikhism,4,08,district,2016
Others,1316,08,district,2016
Bahai,0,33014,local,2016
Bon,0,33014,local,2016
Buddism,3,33014,local,2016
Christianity,5,33014,local,2016
Hindu,20800,33014,local,2016
Islam,4180,33014,local,2016
Jainism,0,33014,local,2016
Kirat,5,33014,local,2016
Prakriti,0,33014,local,2016
Sikhism,0,33014,local,2016
Others,56,33014,local,2016
Bahai,0,33016,local,2016
Bon,0,33016,local,2016
Buddism,3,33016,local,2016
Christianity,0,33016,local,2016
Hindu,23580,33016,local,2016
Islam,5796,33016,local,2016
Jainism,0,33016,local,2016
Kirat,7,33016,local,2016
Prakriti,1,33016,local,2016
Sikhism,0,33016,local,2016
Others,150,33016,local,2016
Bahai,0,33012,local,2016
Bon,0,33012,local,2016
Buddism,1,33012,local,2016
Christianity,5,33012,local,2016
Hindu,20084,33012,local,2016
Islam,2534,33012,local,2016
Jainism,0,33012,local,2016
Kirat,129,33012,local,2016
Prakriti,26,33012,local,2016
Sikhism,0,33012,local,2016
Others,8,33012,local,2016
Bahai,0,33007,local,2016
Bon,0,33007,local,2016
Buddism,249,33007,local,2016
Christianity,0,33007,local,2016
Hindu,23831,33007,local,2016
Islam,2310,33007,local,2016
Jainism,0,33007,local,2016
Kirat,5,33007,local,2016
Prakriti,78,33007,local,2016
Sikhism,0,33007,local,2016
Others,23,33007,local,2016
Bahai,0,33004,local,2016
Bon,0,33004,local,2016
Buddism,3,33004,local,2016
Christianity,2,33004,local,2016
Hindu,20936,33004,local,2016
Islam,2233,33004,local,2016
Jainism,0,33004,local,2016
Kirat,20,33004,local,2016
Prakriti,0,33004,local,2016
Sikhism,0,33004,local,2016
Others,29,33004,local,2016
Bahai,0,33010,local,2016
Bon,0,33010,local,2016
Buddism,12519,33010,local,2016
Christianity,432,33010,local,2016
Hindu,22128,33010,local,2016
Islam,232,33010,local,2016
Jainism,0,33010,local,2016
Kirat,35,33010,local,2016
Prakriti,23,33010,local,2016
Sikhism,0,33010,local,2016
Others,34,33010,local,2016
Bahai,0,33002,local,2016
Bon,0,33002,local,2016
Buddism,1,33002,local,2016
Christianity,0,33002,local,2016
Hindu,26512,33002,local,2016
Islam,654,33002,local,2016
Jainism,10,33002,local,2016
Kirat,0,33002,local,2016
Prakriti,0,33002,local,2016
Sikhism,0,33002,local,2016
Others,14,33002,local,2016
Bahai,0,33005,local,2016
Bon,2,33005,local,2016
Buddism,17100,33005,local,2016
Christianity,1008,33005,local,2016
Hindu,85355,33005,local,2016
Islam,13840,33005,local,2016
Jainism,12,33005,local,2016
Kirat,356,33005,local,2016
Prakriti,409,33005,local,2016
Sikhism,4,33005,local,2016
Others,312,33005,local,2016
Bahai,0,33001,local,2016
Bon,0,33001,local,2016
Buddism,3,33001,local,2016
Christianity,0,33001,local,2016
Hindu,22956,33001,local,2016
Islam,4566,33001,local,2016
Jainism,0,33001,local,2016
Kirat,0,33001,local,2016
Prakriti,0,33001,local,2016
Sikhism,0,33001,local,2016
Others,27,33001,local,2016
Bahai,0,33013,local,2016
Bon,0,33013,local,2016
Buddism,2,33013,local,2016
Christianity,0,33013,local,2016
Hindu,19948,33013,local,2016
Islam,5301,33013,local,2016
Jainism,0,33013,local,2016
Kirat,358,33013,local,2016
Prakriti,0,33013,local,2016
Sikhism,0,33013,local,2016
Others,44,33013,local,2016
Bahai,0,33011,local,2016
Bon,0,33011,local,2016
Buddism,3,33011,local,2016
Christianity,1,33011,local,2016
Hindu,28298,33011,local,2016
Islam,5824,33011,local,2016
Jainism,0,33011,local,2016
Kirat,43,33011,local,2016
Prakriti,1,33011,local,2016
Sikhism,0,33011,local,2016
Others,24,33011,local,2016
Bahai,0,33009,local,2016
Bon,0,33009,local,2016
Buddism,11,33009,local,2016
Christianity,1,33009,local,2016
Hindu,48076,33009,local,2016
Islam,4249,33009,local,2016
Jainism,0,33009,local,2016
Kirat,38,33009,local,2016
Prakriti,1,33009,local,2016
Sikhism,0,33009,local,2016
Others,20,33009,local,2016
Bahai,0,33006,local,2016
Bon,0,33006,local,2016
Buddism,93,33006,local,2016
Christianity,24,33006,local,2016
Hindu,97043,33006,local,2016
Islam,25501,33006,local,2016
Jainism,3,33006,local,2016
Kirat,254,33006,local,2016
Prakriti,0,33006,local,2016
Sikhism,0,33006,local,2016
Others,445,33006,local,2016
Bahai,0,33003,local,2016
Bon,0,33003,local,2016
Buddism,6,33003,local,2016
Christianity,1,33003,local,2016
Hindu,20563,33003,local,2016
Islam,3237,33003,local,2016
Jainism,0,33003,local,2016
Kirat,0,33003,local,2016
Prakriti,0,33003,local,2016
Sikhism,0,33003,local,2016
Others,7,33003,local,2016
Bahai,1,33008,local,2016
Bon,0,33008,local,2016
Buddism,1103,33008,local,2016
Christianity,114,33008,local,2016
Hindu,41887,33008,local,2016
Islam,948,33008,local,2016
Jainism,0,33008,local,2016
Kirat,0,33008,local,2016
Prakriti,0,33008,local,2016
Sikhism,0,33008,local,2016
Others,29,33008,local,2016
Bahai,0,33015,local,2016
Bon,0,33015,local,2016
Buddism,42,33015,local,2016
Christianity,28,33015,local,2016
Hindu,40084,33015,local,2016
Islam,8281,33015,local,2016
Jainism,0,33015,local,2016
Kirat,40,33015,local,2016
Prakriti,1,33015,local,2016
Sikhism,0,33015,local,2016
Others,94,33015,local,2016
Bahai,4,19,district,2016
Bon,0,19,district,2016
Buddism,11220,19,district,2016
Christianity,652,19,district,2016
Hindu,674367,19,district,2016
Islam,63099,19,district,2016
Jainism,9,19,district,2016
Kirat,165,19,district,2016
Prakriti,568,19,district,2016
Sikhism,11,19,district,2016
Others,4682,19,district,2016
Bahai,3,17013,local,2016
Bon,0,17013,local,2016
Buddism,4544,17013,local,2016
Christianity,159,17013,local,2016
Hindu,39622,17013,local,2016
Islam,722,17013,local,2016
Jainism,0,17013,local,2016
Kirat,22,17013,local,2016
Prakriti,3,17013,local,2016
Sikhism,0,17013,local,2016
Others,152,17013,local,2016
Bahai,0,17017,local,2016
Bon,0,17017,local,2016
Buddism,367,17017,local,2016
Christianity,40,17017,local,2016
Hindu,44207,17017,local,2016
Islam,7201,17017,local,2016
Jainism,0,17017,local,2016
Kirat,9,17017,local,2016
Prakriti,1,17017,local,2016
Sikhism,0,17017,local,2016
Others,564,17017,local,2016
Bahai,0,17004,local,2016
Bon,0,17004,local,2016
Buddism,223,17004,local,2016
Christianity,35,17004,local,2016
Hindu,37429,17004,local,2016
Islam,4157,17004,local,2016
Jainism,0,17004,local,2016
Kirat,15,17004,local,2016
Prakriti,200,17004,local,2016
Sikhism,0,17004,local,2016
Others,96,17004,local,2016
Bahai,0,17015,local,2016
Bon,0,17015,local,2016
Buddism,9,17015,local,2016
Christianity,0,17015,local,2016
Hindu,22990,17015,local,2016
Islam,2403,17015,local,2016
Jainism,0,17015,local,2016
Kirat,0,17015,local,2016
Prakriti,0,17015,local,2016
Sikhism,0,17015,local,2016
Others,80,17015,local,2016
Bahai,0,17011,local,2016
Bon,0,17011,local,2016
Buddism,1,17011,local,2016
Christianity,14,17011,local,2016
Hindu,36409,17011,local,2016
Islam,1718,17011,local,2016
Jainism,0,17011,local,2016
Kirat,1,17011,local,2016
Prakriti,16,17011,local,2016
Sikhism,0,17011,local,2016
Others,465,17011,local,2016
Bahai,1,17016,local,2016
Bon,0,17016,local,2016
Buddism,4,17016,local,2016
Christianity,16,17016,local,2016
Hindu,33653,17016,local,2016
Islam,1675,17016,local,2016
Jainism,0,17016,local,2016
Kirat,0,17016,local,2016
Prakriti,0,17016,local,2016
Sikhism,0,17016,local,2016
Others,234,17016,local,2016
Bahai,0,17006,local,2016
Bon,0,17006,local,2016
Buddism,2398,17006,local,2016
Christianity,142,17006,local,2016
Hindu,39993,17006,local,2016
Islam,2612,17006,local,2016
Jainism,0,17006,local,2016
Kirat,5,17006,local,2016
Prakriti,195,17006,local,2016
Sikhism,1,17006,local,2016
Others,239,17006,local,2016
Bahai,0,17018,local,2016
Bon,0,17018,local,2016
Buddism,1,17018,local,2016
Christianity,0,17018,local,2016
Hindu,45501,17018,local,2016
Islam,1857,17018,local,2016
Jainism,0,17018,local,2016
Kirat,0,17018,local,2016
Prakriti,0,17018,local,2016
Sikhism,0,17018,local,2016
Others,63,17018,local,2016
Bahai,0,17007,local,2016
Bon,0,17007,local,2016
Buddism,2158,17007,local,2016
Christianity,93,17007,local,2016
Hindu,30712,17007,local,2016
Islam,3137,17007,local,2016
Jainism,0,17007,local,2016
Kirat,99,17007,local,2016
Prakriti,6,17007,local,2016
Sikhism,0,17007,local,2016
Others,133,17007,local,2016
Bahai,0,17014,local,2016
Bon,0,17014,local,2016
Buddism,1,17014,local,2016
Christianity,0,17014,local,2016
Hindu,30681,17014,local,2016
Islam,2637,17014,local,2016
Jainism,0,17014,local,2016
Kirat,0,17014,local,2016
Prakriti,0,17014,local,2016
Sikhism,5,17014,local,2016
Others,232,17014,local,2016
Bahai,0,17012,local,2016
Bon,0,17012,local,2016
Buddism,5,17012,local,2016
Christianity,0,17012,local,2016
Hindu,25949,17012,local,2016
Islam,2192,17012,local,2016
Jainism,0,17012,local,2016
Kirat,1,17012,local,2016
Prakriti,0,17012,local,2016
Sikhism,0,17012,local,2016
Others,104,17012,local,2016
Bahai,0,17005,local,2016
Bon,0,17005,local,2016
Buddism,11,17005,local,2016
Christianity,2,17005,local,2016
Hindu,17627,17005,local,2016
Islam,3602,17005,local,2016
Jainism,0,17005,local,2016
Kirat,0,17005,local,2016
Prakriti,0,17005,local,2016
Sikhism,1,17005,local,2016
Others,152,17005,local,2016
Bahai,0,17001,local,2016
Bon,0,17001,local,2016
Buddism,2,17001,local,2016
Christianity,1,17001,local,2016
Hindu,20357,17001,local,2016
Islam,2074,17001,local,2016
Jainism,0,17001,local,2016
Kirat,0,17001,local,2016
Prakriti,0,17001,local,2016
Sikhism,0,17001,local,2016
Others,144,17001,local,2016
Bahai,0,17009,local,2016
Bon,0,17009,local,2016
Buddism,1,17009,local,2016
Christianity,1,17009,local,2016
Hindu,21483,17009,local,2016
Islam,3791,17009,local,2016
Jainism,0,17009,local,2016
Kirat,0,17009,local,2016
Prakriti,0,17009,local,2016
Sikhism,0,17009,local,2016
Others,62,17009,local,2016
Bahai,0,17010,local,2016
Bon,0,17010,local,2016
Buddism,115,17010,local,2016
Christianity,91,17010,local,2016
Hindu,145665,17010,local,2016
Islam,15978,17010,local,2016
Jainism,1,17010,local,2016
Kirat,7,17010,local,2016
Prakriti,8,17010,local,2016
Sikhism,0,17010,local,2016
Others,977,17010,local,2016
Bahai,0,17008,local,2016
Bon,0,17008,local,2016
Buddism,5,17008,local,2016
Christianity,22,17008,local,2016
Hindu,34568,17008,local,2016
Islam,3097,17008,local,2016
Jainism,0,17008,local,2016
Kirat,0,17008,local,2016
Prakriti,1,17008,local,2016
Sikhism,4,17008,local,2016
Others,519,17008,local,2016
Bahai,0,17003,local,2016
Bon,0,17003,local,2016
Buddism,12,17003,local,2016
Christianity,36,17003,local,2016
Hindu,28088,17003,local,2016
Islam,3828,17003,local,2016
Jainism,7,17003,local,2016
Kirat,1,17003,local,2016
Prakriti,0,17003,local,2016
Sikhism,0,17003,local,2016
Others,294,17003,local,2016
Bahai,0,17002,local,2016
Bon,0,17002,local,2016
Buddism,1363,17002,local,2016
Christianity,0,17002,local,2016
Hindu,19433,17002,local,2016
Islam,418,17002,local,2016
Jainism,1,17002,local,2016
Kirat,5,17002,local,2016
Prakriti,138,17002,local,2016
Sikhism,0,17002,local,2016
Others,172,17002,local,2016
Bahai,479,7,province,2016
Bon,0,7,province,2016
Buddism,27303,7,province,2016
Christianity,27806,7,province,2016
Hindu,2481805,7,province,2016
Islam,5961,7,province,2016
Jainism,23,7,province,2016
Kirat,128,7,province,2016
Prakriti,5685,7,province,2016
Sikhism,45,7,province,2016
Others,3282,7,province,2016
Bahai,5,04,district,2016
Bon,0,04,district,2016
Buddism,55,04,district,2016
Christianity,54,04,district,2016
Hindu,250727,04,district,2016
Islam,21,04,district,2016
Jainism,0,04,district,2016
Kirat,1,04,district,2016
Prakriti,1,04,district,2016
Sikhism,0,04,district,2016
Others,34,04,district,2016
Bahai,0,74005,local,2016
Bon,0,74005,local,2016
Buddism,0,74005,local,2016
Christianity,0,74005,local,2016
Hindu,18760,74005,local,2016
Islam,0,74005,local,2016
Jainism,0,74005,local,2016
Kirat,0,74005,local,2016
Prakriti,0,74005,local,2016
Sikhism,0,74005,local,2016
Others,6,74005,local,2016
Bahai,0,74008,local,2016
Bon,0,74008,local,2016
Buddism,1,74008,local,2016
Christianity,0,74008,local,2016
Hindu,17114,74008,local,2016
Islam,0,74008,local,2016
Jainism,0,74008,local,2016
Kirat,0,74008,local,2016
Prakriti,0,74008,local,2016
Sikhism,0,74008,local,2016
Others,0,74008,local,2016
Bahai,2,74010,local,2016
Bon,0,74010,local,2016
Buddism,0,74010,local,2016
Christianity,2,74010,local,2016
Hindu,18539,74010,local,2016
Islam,0,74010,local,2016
Jainism,0,74010,local,2016
Kirat,0,74010,local,2016
Prakriti,0,74010,local,2016
Sikhism,0,74010,local,2016
Others,6,74010,local,2016
Bahai,1,74009,local,2016
Bon,0,74009,local,2016
Buddism,3,74009,local,2016
Christianity,8,74009,local,2016
Hindu,21489,74009,local,2016
Islam,0,74009,local,2016
Jainism,0,74009,local,2016
Kirat,0,74009,local,2016
Prakriti,0,74009,local,2016
Sikhism,0,74009,local,2016
Others,9,74009,local,2016
Bahai,1,74007,local,2016
Bon,0,74007,local,2016
Buddism,2,74007,local,2016
Christianity,7,74007,local,2016
Hindu,39172,74007,local,2016
Islam,0,74007,local,2016
Jainism,0,74007,local,2016
Kirat,0,74007,local,2016
Prakriti,1,74007,local,2016
Sikhism,0,74007,local,2016
Others,7,74007,local,2016
Bahai,0,74003,local,2016
Bon,0,74003,local,2016
Buddism,0,74003,local,2016
Christianity,0,74003,local,2016
Hindu,24632,74003,local,2016
Islam,0,74003,local,2016
Jainism,0,74003,local,2016
Kirat,0,74003,local,2016
Prakriti,0,74003,local,2016
Sikhism,0,74003,local,2016
Others,0,74003,local,2016
Bahai,0,74004,local,2016
Bon,0,74004,local,2016
Buddism,1,74004,local,2016
Christianity,7,74004,local,2016
Hindu,22537,74004,local,2016
Islam,0,74004,local,2016
Jainism,0,74004,local,2016
Kirat,0,74004,local,2016
Prakriti,0,74004,local,2016
Sikhism,0,74004,local,2016
Others,0,74004,local,2016
Bahai,0,74001,local,2016
Bon,0,74001,local,2016
Buddism,15,74001,local,2016
Christianity,3,74001,local,2016
Hindu,35169,74001,local,2016
Islam,19,74001,local,2016
Jainism,0,74001,local,2016
Kirat,1,74001,local,2016
Prakriti,0,74001,local,2016
Sikhism,0,74001,local,2016
Others,4,74001,local,2016
Bahai,0,74002,local,2016
Bon,0,74002,local,2016
Buddism,2,74002,local,2016
Christianity,0,74002,local,2016
Hindu,22921,74002,local,2016
Islam,1,74002,local,2016
Jainism,0,74002,local,2016
Kirat,0,74002,local,2016
Prakriti,0,74002,local,2016
Sikhism,0,74002,local,2016
Others,0,74002,local,2016
Bahai,1,74006,local,2016
Bon,0,74006,local,2016
Buddism,31,74006,local,2016
Christianity,27,74006,local,2016
Hindu,30394,74006,local,2016
Islam,1,74006,local,2016
Jainism,0,74006,local,2016
Kirat,0,74006,local,2016
Prakriti,0,74006,local,2016
Sikhism,0,74006,local,2016
