disability,geo_code,geo_level,sex,total,geo_version
Mental disable,17001,local,Male,7,2016
Multiple disable,17001,local,Female,5,2016
Multiple disable,17001,local,Male,5,2016
No disability,17001,local,Female,11114,2016
No disability,17001,local,Male,11182,2016
Physical,17001,local,Female,65,2016
Physical,17001,local,Male,81,2016
Speech problem,17001,local,Female,8,2016
Speech problem,17001,local,Male,14,2016
Blind/low vision,17009,local,Female,25,2016
Blind/low vision,17009,local,Male,29,2016
Deaf/hard of hearing,17009,local,Female,14,2016
Deaf/hard of hearing,17009,local,Male,16,2016
Deaf-Blind,17009,local,Female,4,2016
Deaf-Blind,17009,local,Male,5,2016
Intellectual disable,17009,local,Female,9,2016
Intellectual disable,17009,local,Male,12,2016
Mental disable,17009,local,Female,11,2016
Mental disable,17009,local,Male,12,2016
Multiple disable,17009,local,Female,15,2016
Multiple disable,17009,local,Male,11,2016
No disability,17009,local,Female,12901,2016
No disability,17009,local,Male,12154,2016
Physical,17009,local,Female,44,2016
Physical,17009,local,Male,57,2016
Speech problem,17009,local,Female,6,2016
Speech problem,17009,local,Male,13,2016
Blind/low vision,17010,local,Female,150,2016
Blind/low vision,17010,local,Male,144,2016
Deaf/hard of hearing,17010,local,Female,53,2016
Deaf/hard of hearing,17010,local,Male,66,2016
Deaf-Blind,17010,local,Female,8,2016
Deaf-Blind,17010,local,Male,14,2016
Intellectual disable,17010,local,Female,13,2016
Intellectual disable,17010,local,Male,23,2016
Mental disable,17010,local,Female,69,2016
Mental disable,17010,local,Male,108,2016
Multiple disable,17010,local,Female,24,2016
Multiple disable,17010,local,Male,44,2016
No disability,17010,local,Female,77193,2016
No disability,17010,local,Male,83341,2016
Physical,17010,local,Female,328,2016
Physical,17010,local,Male,455,2016
Speech problem,17010,local,Female,58,2016
Speech problem,17010,local,Male,81,2016
Blind/low vision,17008,local,Female,44,2016
Blind/low vision,17008,local,Male,30,2016
Deaf/hard of hearing,17008,local,Female,37,2016
Deaf/hard of hearing,17008,local,Male,42,2016
Deaf-Blind,17008,local,Female,1,2016
Deaf-Blind,17008,local,Male,4,2016
Intellectual disable,17008,local,Female,4,2016
Intellectual disable,17008,local,Male,1,2016
Mental disable,17008,local,Female,16,2016
Mental disable,17008,local,Male,29,2016
Multiple disable,17008,local,Female,7,2016
Multiple disable,17008,local,Male,10,2016
No disability,17008,local,Female,19653,2016
No disability,17008,local,Male,18183,2016
Physical,17008,local,Female,42,2016
Physical,17008,local,Male,87,2016
Speech problem,17008,local,Female,10,2016
Speech problem,17008,local,Male,16,2016
Blind/low vision,17003,local,Female,32,2016
Blind/low vision,17003,local,Male,31,2016
Deaf/hard of hearing,17003,local,Female,10,2016
Deaf/hard of hearing,17003,local,Male,25,2016
Deaf-Blind,17003,local,Female,3,2016
Deaf-Blind,17003,local,Male,2,2016
Intellectual disable,17003,local,Female,2,2016
Intellectual disable,17003,local,Male,4,2016
Mental disable,17003,local,Female,8,2016
Mental disable,17003,local,Male,18,2016
Multiple disable,17003,local,Female,7,2016
Multiple disable,17003,local,Male,7,2016
No disability,17003,local,Female,16139,2016
No disability,17003,local,Male,15834,2016
Physical,17003,local,Female,44,2016
Physical,17003,local,Male,76,2016
Speech problem,17003,local,Female,8,2016
Speech problem,17003,local,Male,16,2016
Blind/low vision,17002,local,Female,11,2016
Blind/low vision,17002,local,Male,17,2016
Deaf/hard of hearing,17002,local,Female,15,2016
Deaf/hard of hearing,17002,local,Male,14,2016
Deaf-Blind,17002,local,Female,2,2016
Deaf-Blind,17002,local,Male,4,2016
Intellectual disable,17002,local,Female,6,2016
Intellectual disable,17002,local,Male,4,2016
Mental disable,17002,local,Female,7,2016
Mental disable,17002,local,Male,13,2016
Multiple disable,17002,local,Female,10,2016
Multiple disable,17002,local,Male,8,2016
No disability,17002,local,Female,10295,2016
No disability,17002,local,Male,11005,2016
Physical,17002,local,Female,23,2016
Physical,17002,local,Male,62,2016
Speech problem,17002,local,Female,12,2016
Speech problem,17002,local,Male,22,2016
Blind/low vision,7,province,Female,7719,2016
Blind/low vision,7,province,Male,6540,2016
Deaf/hard of hearing,7,province,Female,5180,2016
Deaf/hard of hearing,7,province,Male,5734,2016
Deaf-Blind,7,province,Female,665,2016
Deaf-Blind,7,province,Male,586,2016
Intellectual disable,7,province,Female,585,2016
Intellectual disable,7,province,Male,743,2016
Mental disable,7,province,Female,1390,2016
Mental disable,7,province,Male,1782,2016
Multiple disable,7,province,Female,2092,2016
Multiple disable,7,province,Male,2277,2016
No disability,7,province,Female,1300557,2016
No disability,7,province,Male,1162809,2016
Physical,7,province,Female,12118,2016
Physical,7,province,Male,14459,2016
Speech problem,7,province,Female,2356,2016
Speech problem,7,province,Male,3396,2016
Blind/low vision,04,district,Female,731,2016
Blind/low vision,04,district,Male,693,2016
Deaf/hard of hearing,04,district,Female,592,2016
Deaf/hard of hearing,04,district,Male,652,2016
Deaf-Blind,04,district,Female,80,2016
Deaf-Blind,04,district,Male,88,2016
Intellectual disable,04,district,Female,75,2016
Intellectual disable,04,district,Male,93,2016
Mental disable,04,district,Female,147,2016
Mental disable,04,district,Male,220,2016
Multiple disable,04,district,Female,200,2016
Multiple disable,04,district,Male,239,2016
No disability,04,district,Female,129867,2016
No disability,04,district,Male,112574,2016
Physical,04,district,Female,1572,2016
Physical,04,district,Male,1834,2016
Speech problem,04,district,Female,198,2016
Speech problem,04,district,Male,370,2016
Blind/low vision,74005,local,Female,48,2016
Blind/low vision,74005,local,Male,52,2016
Deaf/hard of hearing,74005,local,Female,32,2016
Deaf/hard of hearing,74005,local,Male,27,2016
Deaf-Blind,74005,local,Female,1,2016
Deaf-Blind,74005,local,Male,1,2016
Intellectual disable,74005,local,Female,4,2016
Intellectual disable,74005,local,Male,2,2016
Mental disable,74005,local,Female,12,2016
Mental disable,74005,local,Male,19,2016
Multiple disable,74005,local,Female,7,2016
Multiple disable,74005,local,Male,16,2016
No disability,74005,local,Female,10067,2016
No disability,74005,local,Male,8209,2016
Physical,74005,local,Female,98,2016
Physical,74005,local,Male,131,2016
Speech problem,74005,local,Female,13,2016
Speech problem,74005,local,Male,27,2016
Blind/low vision,74008,local,Female,51,2016
Blind/low vision,74008,local,Male,52,2016
Deaf/hard of hearing,74008,local,Female,41,2016
Deaf/hard of hearing,74008,local,Male,29,2016
Deaf-Blind,74008,local,Female,4,2016
Deaf-Blind,74008,local,Male,10,2016
Intellectual disable,74008,local,Female,3,2016
Intellectual disable,74008,local,Male,7,2016
Mental disable,74008,local,Female,8,2016
Mental disable,74008,local,Male,9,2016
Multiple disable,74008,local,Female,8,2016
Multiple disable,74008,local,Male,14,2016
No disability,74008,local,Female,8814,2016
No disability,74008,local,Male,7797,2016
Physical,74008,local,Female,107,2016
Physical,74008,local,Male,128,2016
Speech problem,74008,local,Female,14,2016
Speech problem,74008,local,Male,19,2016
Blind/low vision,74010,local,Female,56,2016
Blind/low vision,74010,local,Male,51,2016
Deaf/hard of hearing,74010,local,Female,39,2016
Deaf/hard of hearing,74010,local,Male,37,2016
Deaf-Blind,74010,local,Female,5,2016
Deaf-Blind,74010,local,Male,2,2016
Intellectual disable,74010,local,Female,6,2016
Intellectual disable,74010,local,Male,4,2016
Mental disable,74010,local,Female,14,2016
Mental disable,74010,local,Male,20,2016
Multiple disable,74010,local,Female,12,2016
Multiple disable,74010,local,Male,8,2016
No disability,74010,local,Female,9813,2016
No disability,74010,local,Male,8209,2016
Physical,74010,local,Female,124,2016
Physical,74010,local,Male,121,2016
Speech problem,74010,local,Female,9,2016
Speech problem,74010,local,Male,19,2016
Blind/low vision,74009,local,Female,76,2016
Blind/low vision,74009,local,Male,74,2016
Deaf/hard of hearing,74009,local,Female,48,2016
Deaf/hard of hearing,74009,local,Male,35,2016
Deaf-Blind,74009,local,Female,2,2016
Deaf-Blind,74009,local,Male,4,2016
Intellectual disable,74009,local,Female,5,2016
Intellectual disable,74009,local,Male,7,2016
Mental disable,74009,local,Female,13,2016
Mental disable,74009,local,Male,22,2016
Multiple disable,74009,local,Female,22,2016
Multiple disable,74009,local,Male,9,2016
No disability,74009,local,Female,10730,2016
No disability,74009,local,Male,9975,2016
Physical,74009,local,Female,225,2016
Physical,74009,local,Male,218,2016
Speech problem,74009,local,Female,18,2016
Speech problem,74009,local,Male,27,2016
Blind/low vision,74007,local,Female,144,2016
Blind/low vision,74007,local,Male,116,2016
Deaf/hard of hearing,74007,local,Female,112,2016
Deaf/hard of hearing,74007,local,Male,147,2016
Deaf-Blind,74007,local,Female,8,2016
Deaf-Blind,74007,local,Male,16,2016
Intellectual disable,74007,local,Female,10,2016
Intellectual disable,74007,local,Male,13,2016
Mental disable,74007,local,Female,14,2016
Mental disable,74007,local,Male,30,2016
Multiple disable,74007,local,Female,22,2016
Multiple disable,74007,local,Male,40,2016
No disability,74007,local,Female,19578,2016
No disability,74007,local,Male,18307,2016
Physical,74007,local,Female,215,2016
Physical,74007,local,Male,260,2016
Speech problem,74007,local,Female,48,2016
Speech problem,74007,local,Male,94,2016
Blind/low vision,74003,local,Female,68,2016
Blind/low vision,74003,local,Male,63,2016
Deaf/hard of hearing,74003,local,Female,60,2016
Deaf/hard of hearing,74003,local,Male,64,2016
Deaf-Blind,74003,local,Female,9,2016
Deaf-Blind,74003,local,Male,9,2016
Intellectual disable,74003,local,Female,8,2016
Intellectual disable,74003,local,Male,10,2016
Mental disable,74003,local,Female,12,2016
Mental disable,74003,local,Male,17,2016
Multiple disable,74003,local,Female,21,2016
Multiple disable,74003,local,Male,28,2016
No disability,74003,local,Female,13060,2016
No disability,74003,local,Male,10827,2016
Physical,74003,local,Female,159,2016
Physical,74003,local,Male,161,2016
Speech problem,74003,local,Female,15,2016
Speech problem,74003,local,Male,41,2016
Blind/low vision,74004,local,Female,85,2016
Blind/low vision,74004,local,Male,87,2016
Deaf/hard of hearing,74004,local,Female,68,2016
Deaf/hard of hearing,74004,local,Male,77,2016
Deaf-Blind,74004,local,Female,23,2016
Deaf-Blind,74004,local,Male,21,2016
Intellectual disable,74004,local,Female,7,2016
Intellectual disable,74004,local,Male,8,2016
Mental disable,74004,local,Female,12,2016
Mental disable,74004,local,Male,18,2016
Multiple disable,74004,local,Female,37,2016
Multiple disable,74004,local,Male,49,2016
No disability,74004,local,Female,11697,2016
No disability,74004,local,Male,9977,2016
Physical,74004,local,Female,163,2016
Physical,74004,local,Male,161,2016
Speech problem,74004,local,Female,19,2016
Speech problem,74004,local,Male,36,2016
Blind/low vision,74001,local,Female,94,2016
Blind/low vision,74001,local,Male,81,2016
Deaf/hard of hearing,74001,local,Female,90,2016
Deaf/hard of hearing,74001,local,Male,102,2016
Deaf-Blind,74001,local,Female,6,2016
Deaf-Blind,74001,local,Male,6,2016
Intellectual disable,74001,local,Female,17,2016
Intellectual disable,74001,local,Male,22,2016
Mental disable,74001,local,Female,33,2016
Mental disable,74001,local,Male,41,2016
Multiple disable,74001,local,Female,26,2016
Multiple disable,74001,local,Male,28,2016
No disability,74001,local,Female,18414,2016
No disability,74001,local,Male,15131,2016
Physical,74001,local,Female,158,2016
Physical,74001,local,Male,256,2016
Speech problem,74001,local,Female,23,2016
Speech problem,74001,local,Male,47,2016
Blind/low vision,74002,local,Female,59,2016
Blind/low vision,74002,local,Male,67,2016
Deaf/hard of hearing,74002,local,Female,36,2016
Deaf/hard of hearing,74002,local,Male,72,2016
Deaf-Blind,74002,local,Female,9,2016
Deaf-Blind,74002,local,Male,12,2016
Intellectual disable,74002,local,Female,8,2016
Intellectual disable,74002,local,Male,11,2016
Mental disable,74002,local,Female,20,2016
Mental disable,74002,local,Male,19,2016
Multiple disable,74002,local,Female,21,2016
Multiple disable,74002,local,Male,19,2016
No disability,74002,local,Female,11624,2016
No disability,74002,local,Male,10570,2016
Physical,74002,local,Female,142,2016
Physical,74002,local,Male,200,2016
Speech problem,74002,local,Female,15,2016
Speech problem,74002,local,Male,20,2016
Blind/low vision,74006,local,Female,50,2016
Blind/low vision,74006,local,Male,50,2016
Deaf/hard of hearing,74006,local,Female,66,2016
Deaf/hard of hearing,74006,local,Male,62,2016
Deaf-Blind,74006,local,Female,13,2016
Deaf-Blind,74006,local,Male,7,2016
Intellectual disable,74006,local,Female,7,2016
Intellectual disable,74006,local,Male,9,2016
Mental disable,74006,local,Female,9,2016
Mental disable,74006,local,Male,25,2016
Multiple disable,74006,local,Female,24,2016
Multiple disable,74006,local,Male,28,2016
No disability,74006,local,Female,16070,2016
No disability,74006,local,Male,13572,2016
Physical,74006,local,Female,181,2016
Physical,74006,local,Male,198,2016
Speech problem,74006,local,Female,24,2016
Speech problem,74006,local,Male,40,2016
Blind/low vision,16,district,Female,361,2016
Blind/low vision,16,district,Male,358,2016
Deaf/hard of hearing,16,district,Female,247,2016
Deaf/hard of hearing,16,district,Male,351,2016
Deaf-Blind,16,district,Female,31,2016
Deaf-Blind,16,district,Male,35,2016
Intellectual disable,16,district,Female,29,2016
Intellectual disable,16,district,Male,31,2016
Mental disable,16,district,Female,64,2016
Mental disable,16,district,Male,95,2016
Multiple disable,16,district,Female,125,2016
Multiple disable,16,district,Male,135,2016
No disability,16,district,Female,67956,2016
No disability,16,district,Male,60865,2016
Physical,16,district,Female,685,2016
Physical,16,district,Male,786,2016
Speech problem,16,district,Female,122,2016
Speech problem,16,district,Male,208,2016
Blind/low vision,75005,local,Female,54,2016
Blind/low vision,75005,local,Male,57,2016
Deaf/hard of hearing,75005,local,Female,36,2016
Deaf/hard of hearing,75005,local,Male,33,2016
Deaf-Blind,75005,local,Female,6,2016
Deaf-Blind,75005,local,Male,5,2016
Intellectual disable,75005,local,Female,4,2016
Intellectual disable,75005,local,Male,3,2016
Mental disable,75005,local,Female,9,2016
Mental disable,75005,local,Male,13,2016
Multiple disable,75005,local,Female,14,2016
Multiple disable,75005,local,Male,16,2016
No disability,75005,local,Female,10843,2016
No disability,75005,local,Male,9899,2016
Physical,75005,local,Female,91,2016
Physical,75005,local,Male,103,2016
Speech problem,75005,local,Female,12,2016
Speech problem,75005,local,Male,33,2016
Blind/low vision,75009,local,Female,59,2016
Blind/low vision,75009,local,Male,45,2016
Deaf/hard of hearing,75009,local,Female,29,2016
Deaf/hard of hearing,75009,local,Male,43,2016
Deaf-Blind,75009,local,Female,7,2016
Deaf-Blind,75009,local,Male,9,2016
Intellectual disable,75009,local,Female,7,2016
Intellectual disable,75009,local,Male,1,2016
Mental disable,75009,local,Female,9,2016
Mental disable,75009,local,Male,16,2016
Multiple disable,75009,local,Female,20,2016
Multiple disable,75009,local,Male,23,2016
No disability,75009,local,Female,11328,2016
No disability,75009,local,Male,10183,2016
Physical,75009,local,Female,109,2016
Physical,75009,local,Male,123,2016
Speech problem,75009,local,Female,21,2016
Speech problem,75009,local,Male,28,2016
Blind/low vision,75001,local,Female,24,2016
Blind/low vision,75001,local,Male,20,2016
Deaf/hard of hearing,75001,local,Female,18,2016
Deaf/hard of hearing,75001,local,Male,33,2016
Deaf-Blind,75001,local,Female,0,2016
Deaf-Blind,75001,local,Male,0,2016
Intellectual disable,75001,local,Female,0,2016
Intellectual disable,75001,local,Male,1,2016
Mental disable,75001,local,Female,5,2016
Mental disable,75001,local,Male,4,2016
Multiple disable,75001,local,Female,2,2016
Multiple disable,75001,local,Male,1,2016
No disability,75001,local,Female,3301,2016
No disability,75001,local,Male,3236,2016
Physical,75001,local,Female,37,2016
Physical,75001,local,Male,68,2016
Speech problem,75001,local,Female,13,2016
Speech problem,75001,local,Male,16,2016
Blind/low vision,75008,local,Female,30,2016
Blind/low vision,75008,local,Male,34,2016
Deaf/hard of hearing,75008,local,Female,22,2016
Deaf/hard of hearing,75008,local,Male,26,2016
Deaf-Blind,75008,local,Female,2,2016
Deaf-Blind,75008,local,Male,3,2016
Intellectual disable,75008,local,Female,1,2016
Intellectual disable,75008,local,Male,6,2016
Mental disable,75008,local,Female,6,2016
Mental disable,75008,local,Male,4,2016
Multiple disable,75008,local,Female,13,2016
Multiple disable,75008,local,Male,10,2016
No disability,75008,local,Female,8112,2016
No disability,75008,local,Male,7432,2016
Physical,75008,local,Female,57,2016
Physical,75008,local,Male,91,2016
Speech problem,75008,local,Female,7,2016
Speech problem,75008,local,Male,18,2016
Blind/low vision,75002,local,Female,24,2016
Blind/low vision,75002,local,Male,22,2016
Deaf/hard of hearing,75002,local,Female,14,2016
Deaf/hard of hearing,75002,local,Male,33,2016
Deaf-Blind,75002,local,Female,2,2016
Deaf-Blind,75002,local,Male,0,2016
Intellectual disable,75002,local,Female,0,2016
Intellectual disable,75002,local,Male,0,2016
Mental disable,75002,local,Female,6,2016
Mental disable,75002,local,Male,6,2016
Multiple disable,75002,local,Female,9,2016
Multiple disable,75002,local,Male,9,2016
No disability,75002,local,Female,5385,2016
No disability,75002,local,Male,4723,2016
Physical,75002,local,Female,30,2016
Physical,75002,local,Male,54,2016
Speech problem,75002,local,Female,12,2016
Speech problem,75002,local,Male,18,2016
Blind/low vision,75004,local,Female,44,2016
Blind/low vision,75004,local,Male,40,2016
Deaf/hard of hearing,75004,local,Female,34,2016
Deaf/hard of hearing,75004,local,Male,50,2016
Deaf-Blind,75004,local,Female,2,2016
Deaf-Blind,75004,local,Male,1,2016
Intellectual disable,75004,local,Female,2,2016
Intellectual disable,75004,local,Male,5,2016
Mental disable,75004,local,Female,9,2016
Mental disable,75004,local,Male,16,2016
Multiple disable,75004,local,Female,8,2016
Multiple disable,75004,local,Male,21,2016
No disability,75004,local,Female,7877,2016
No disability,75004,local,Male,6521,2016
Physical,75004,local,Female,96,2016
Physical,75004,local,Male,85,2016
Speech problem,75004,local,Female,12,2016
Speech problem,75004,local,Male,15,2016
Blind/low vision,75006,local,Female,37,2016
Blind/low vision,75006,local,Male,46,2016
Deaf/hard of hearing,75006,local,Female,31,2016
Deaf/hard of hearing,75006,local,Male,35,2016
Deaf-Blind,75006,local,Female,4,2016
Deaf-Blind,75006,local,Male,6,2016
Intellectual disable,75006,local,Female,10,2016
Intellectual disable,75006,local,Male,6,2016
Mental disable,75006,local,Female,5,2016
Mental disable,75006,local,Male,14,2016
Multiple disable,75006,local,Female,29,2016
Multiple disable,75006,local,Male,24,2016
No disability,75006,local,Female,8142,2016
No disability,75006,local,Male,6987,2016
Physical,75006,local,Female,69,2016
Physical,75006,local,Male,89,2016
Speech problem,75006,local,Female,15,2016
Speech problem,75006,local,Male,32,2016
Blind/low vision,75003,local,Female,37,2016
Blind/low vision,75003,local,Male,38,2016
Deaf/hard of hearing,75003,local,Female,18,2016
Deaf/hard of hearing,75003,local,Male,30,2016
Deaf-Blind,75003,local,Female,2,2016
Deaf-Blind,75003,local,Male,6,2016
Intellectual disable,75003,local,Female,2,2016
Intellectual disable,75003,local,Male,5,2016
Mental disable,75003,local,Female,3,2016
Mental disable,75003,local,Male,13,2016
Multiple disable,75003,local,Female,4,2016
Multiple disable,75003,local,Male,9,2016
No disability,75003,local,Female,5586,2016
No disability,75003,local,Male,4915,2016
Physical,75003,local,Female,55,2016
Physical,75003,local,Male,65,2016
Speech problem,75003,local,Female,9,2016
Speech problem,75003,local,Male,21,2016
Blind/low vision,75007,local,Female,52,2016
Blind/low vision,75007,local,Male,56,2016
Deaf/hard of hearing,75007,local,Female,45,2016
Deaf/hard of hearing,75007,local,Male,68,2016
Deaf-Blind,75007,local,Female,6,2016
Deaf-Blind,75007,local,Male,5,2016
Intellectual disable,75007,local,Female,3,2016
Intellectual disable,75007,local,Male,4,2016
Mental disable,75007,local,Female,12,2016
Mental disable,75007,local,Male,9,2016
Multiple disable,75007,local,Female,26,2016
Multiple disable,75007,local,Male,22,2016
No disability,75007,local,Female,7382,2016
No disability,75007,local,Male,6969,2016
Physical,75007,local,Female,141,2016
Physical,75007,local,Male,108,2016
Speech problem,75007,local,Female,21,2016
Speech problem,75007,local,Male,27,2016
Blind/low vision,13,district,Female,538,2016
Blind/low vision,13,district,Male,447,2016
Deaf/hard of hearing,13,district,Female,352,2016
Deaf/hard of hearing,13,district,Male,425,2016
Deaf-Blind,13,district,Female,68,2016
Deaf-Blind,13,district,Male,67,2016
Intellectual disable,13,district,Female,58,2016
Intellectual disable,13,district,Male,106,2016
Mental disable,13,district,Female,111,2016
Mental disable,13,district,Male,175,2016
Multiple disable,13,district,Female,127,2016
Multiple disable,13,district,Male,110,2016
No disability,13,district,Female,73082,2016
No disability,13,district,Male,62784,2016
Physical,13,district,Female,988,2016
Physical,13,district,Male,1095,2016
Speech problem,13,district,Female,163,2016
Speech problem,13,district,Male,308,2016
Blind/low vision,73006,local,Female,79,2016
Blind/low vision,73006,local,Male,58,2016
Deaf/hard of hearing,73006,local,Female,59,2016
Deaf/hard of hearing,73006,local,Male,50,2016
Deaf-Blind,73006,local,Female,10,2016
Deaf-Blind,73006,local,Male,6,2016
Intellectual disable,73006,local,Female,5,2016
Intellectual disable,73006,local,Male,9,2016
Mental disable,73006,local,Female,15,2016
Mental disable,73006,local,Male,26,2016
Multiple disable,73006,local,Female,41,2016
Multiple disable,73006,local,Male,22,2016
No disability,73006,local,Female,10955,2016
No disability,73006,local,Male,8239,2016
Physical,73006,local,Female,166,2016
Physical,73006,local,Male,165,2016
Speech problem,73006,local,Female,20,2016
Speech problem,73006,local,Male,32,2016
Blind/low vision,73005,local,Female,77,2016
Blind/low vision,73005,local,Male,55,2016
Deaf/hard of hearing,73005,local,Female,60,2016
Deaf/hard of hearing,73005,local,Male,48,2016
Deaf-Blind,73005,local,Female,6,2016
Deaf-Blind,73005,local,Male,2,2016
Intellectual disable,73005,local,Female,15,2016
Intellectual disable,73005,local,Male,19,2016
Mental disable,73005,local,Female,10,2016
Mental disable,73005,local,Male,27,2016
Multiple disable,73005,local,Female,19,2016
Multiple disable,73005,local,Male,20,2016
No disability,73005,local,Female,8169,2016
No disability,73005,local,Male,6188,2016
Physical,73005,local,Female,160,2016
Physical,73005,local,Male,138,2016
Speech problem,73005,local,Female,32,2016
Speech problem,73005,local,Male,48,2016
Blind/low vision,73007,local,Female,125,2016
Blind/low vision,73007,local,Male,104,2016
Deaf/hard of hearing,73007,local,Female,58,2016
Deaf/hard of hearing,73007,local,Male,105,2016
Deaf-Blind,73007,local,Female,31,2016
Deaf-Blind,73007,local,Male,33,2016
Intellectual disable,73007,local,Female,16,2016
Intellectual disable,73007,local,Male,32,2016
Mental disable,73007,local,Female,23,2016
Mental disable,73007,local,Male,33,2016
Multiple disable,73007,local,Female,15,2016
Multiple disable,73007,local,Male,17,2016
No disability,73007,local,Female,17673,2016
No disability,73007,local,Male,16125,2016
Physical,73007,local,Female,213,2016
Physical,73007,local,Male,271,2016
Speech problem,73007,local,Female,35,2016
Speech problem,73007,local,Male,74,2016
Blind/low vision,73002,local,Female,44,2016
Blind/low vision,73002,local,Male,42,2016
Deaf/hard of hearing,73002,local,Female,24,2016
Deaf/hard of hearing,73002,local,Male,42,2016
Deaf-Blind,73002,local,Female,3,2016
Deaf-Blind,73002,local,Male,2,2016
Intellectual disable,73002,local,Female,5,2016
Intellectual disable,73002,local,Male,9,2016
Mental disable,73002,local,Female,14,2016
Mental disable,73002,local,Male,19,2016
Multiple disable,73002,local,Female,7,2016
Multiple disable,73002,local,Male,9,2016
No disability,73002,local,Female,9325,2016
No disability,73002,local,Male,8625,2016
Physical,73002,local,Female,137,2016
Physical,73002,local,Male,167,2016
Speech problem,73002,local,Female,26,2016
Speech problem,73002,local,Male,31,2016
Blind/low vision,73001,local,Female,93,2016
Blind/low vision,73001,local,Male,77,2016
Deaf/hard of hearing,73001,local,Female,86,2016
Deaf/hard of hearing,73001,local,Male,109,2016
Deaf-Blind,73001,local,Female,5,2016
Deaf-Blind,73001,local,Male,10,2016
Intellectual disable,73001,local,Female,11,2016
Intellectual disable,73001,local,Male,12,2016
Mental disable,73001,local,Female,15,2016
Mental disable,73001,local,Male,31,2016
Multiple disable,73001,local,Female,21,2016
Multiple disable,73001,local,Male,19,2016
No disability,73001,local,Female,8786,2016
No disability,73001,local,Male,7432,2016
Physical,73001,local,Female,138,2016
Physical,73001,local,Male,158,2016
Speech problem,73001,local,Female,17,2016
Speech problem,73001,local,Male,46,2016
Blind/low vision,73004,local,Female,75,2016
Blind/low vision,73004,local,Male,59,2016
Deaf/hard of hearing,73004,local,Female,42,2016
Deaf/hard of hearing,73004,local,Male,45,2016
Deaf-Blind,73004,local,Female,8,2016
Deaf-Blind,73004,local,Male,8,2016
Intellectual disable,73004,local,Female,1,2016
Intellectual disable,73004,local,Male,9,2016
Mental disable,73004,local,Female,13,2016
Mental disable,73004,local,Male,16,2016
Multiple disable,73004,local,Female,12,2016
Multiple disable,73004,local,Male,8,2016
No disability,73004,local,Female,7167,2016
No disability,73004,local,Male,6476,2016
Physical,73004,local,Female,66,2016
Physical,73004,local,Male,77,2016
Speech problem,73004,local,Female,17,2016
Speech problem,73004,local,Male,30,2016
Blind/low vision,73003,local,Female,45,2016
Blind/low vision,73003,local,Male,52,2016
Deaf/hard of hearing,73003,local,Female,23,2016
Deaf/hard of hearing,73003,local,Male,26,2016
Deaf-Blind,73003,local,Female,5,2016
Deaf-Blind,73003,local,Male,6,2016
Intellectual disable,73003,local,Female,5,2016
Intellectual disable,73003,local,Male,16,2016
Mental disable,73003,local,Female,21,2016
Mental disable,73003,local,Male,23,2016
Multiple disable,73003,local,Female,12,2016
Multiple disable,73003,local,Male,15,2016
No disability,73003,local,Female,11007,2016
No disability,73003,local,Male,9699,2016
Physical,73003,local,Female,108,2016
Physical,73003,local,Male,119,2016
Speech problem,73003,local,Female,16,2016
Speech problem,73003,local,Male,47,2016
Blind/low vision,06,district,Female,633,2016
Blind/low vision,06,district,Male,577,2016
Deaf/hard of hearing,06,district,Female,543,2016
Deaf/hard of hearing,06,district,Male,698,2016
Deaf-Blind,06,district,Female,41,2016
Deaf-Blind,06,district,Male,37,2016
Intellectual disable,06,district,Female,44,2016
Intellectual disable,06,district,Male,55,2016
Mental disable,06,district,Female,84,2016
Mental disable,06,district,Male,84,2016
Multiple disable,06,district,Female,151,2016
Multiple disable,06,district,Male,184,2016
No disability,06,district,Female,66405,2016
No disability,06,district,Male,61858,2016
Physical,06,district,Female,1007,2016
Physical,06,district,Male,1358,2016
Speech problem,06,district,Female,168,2016
Speech problem,06,district,Male,227,2016
Blind/low vision,67002,local,Female,87,2016
Blind/low vision,67002,local,Male,53,2016
Deaf/hard of hearing,67002,local,Female,94,2016
Deaf/hard of hearing,67002,local,Male,91,2016
Deaf-Blind,67002,local,Female,7,2016
Deaf-Blind,67002,local,Male,3,2016
Intellectual disable,67002,local,Female,7,2016
Intellectual disable,67002,local,Male,7,2016
Mental disable,67002,local,Female,10,2016
Mental disable,67002,local,Male,9,2016
Multiple disable,67002,local,Female,22,2016
Multiple disable,67002,local,Male,23,2016
No disability,67002,local,Female,11331,2016
No disability,67002,local,Male,9592,2016
Physical,67002,local,Female,128,2016
Physical,67002,local,Male,170,2016
Speech problem,67002,local,Female,16,2016
Speech problem,67002,local,Male,27,2016
Blind/low vision,67006,local,Female,57,2016
Blind/low vision,67006,local,Male,60,2016
Deaf/hard of hearing,67006,local,Female,44,2016
Deaf/hard of hearing,67006,local,Male,57,2016
Deaf-Blind,67006,local,Female,7,2016
Deaf-Blind,67006,local,Male,2,2016
Intellectual disable,67006,local,Female,4,2016
Intellectual disable,67006,local,Male,10,2016
Mental disable,67006,local,Female,8,2016
Mental disable,67006,local,Male,5,2016
Multiple disable,67006,local,Female,11,2016
Multiple disable,67006,local,Male,9,2016
No disability,67006,local,Female,4395,2016
No disability,67006,local,Male,4403,2016
Physical,67006,local,Female,48,2016
Physical,67006,local,Male,61,2016
Speech problem,67006,local,Female,15,2016
Speech problem,67006,local,Male,18,2016
Blind/low vision,67009,local,Female,70,2016
Blind/low vision,67009,local,Male,54,2016
